Index,QuoteDate,QuoteTime,TOSsymbol,Expiration,Strike,P/C,Mark,Extrinsic,SPX,VIX,ImpVol,Delta,Gamma,Theta,Vega,Rho,OpenInterest,Root
180102.SPX180117P1900,1/2/2018,3:45:00 PM,.SPX180117P1900,1/17/2018,1900,P,0.050000001,0.050000001,2693.649902,,0.5422,-0.0006,0.000007,-0.021469,0.011902,-0.071183,0,SPXW
180102.SPX180117C1950,1/2/2018,3:45:00 PM,.SPX180117C1950,1/17/2018,1950,C,743.4500122,-0.200000003,2693.649902,,0,0.9919,0.00006,-0.270765,0.122353,80.484754,0,SPXW
180102.SPX180117P1950,1/2/2018,3:45:00 PM,.SPX180117P1950,1/17/2018,1950,P,0.050000001,0.050000001,2693.649902,,0.5028,-0.0006,0.000008,-0.020529,0.012275,-0.073442,4740,SPXW
180102.SPX180117C2000,1/2/2018,3:45:00 PM,.SPX180117C2000,1/17/2018,2000,C,693.5,-0.150000006,2693.649902,,0,0.999,0.000013,-0.028742,0.018114,82.562805,0,SPXW
180102.SPX180117P2000,1/2/2018,3:45:00 PM,.SPX180117P2000,1/17/2018,2000,P,0.050000001,0.050000001,2693.649902,,0.4659,-0.0007,0.000009,-0.020329,0.013117,-0.078769,2011,SPXW
180102.SPX180117C2050,1/2/2018,3:45:00 PM,.SPX180117C2050,1/17/2018,2050,C,643.5499878,-0.100000001,2693.649902,,0,0.9989,0.000015,-0.029108,0.019841,84.618206,0,SPXW
180102.SPX180117P2050,1/2/2018,3:45:00 PM,.SPX180117P2050,1/17/2018,2050,P,0.050000001,0.050000001,2693.649902,,0.431,-0.0008,0.000011,-0.020726,0.014457,-0.087381,1,SPXW
180102.SPX180117C2100,1/2/2018,3:45:00 PM,.SPX180117C2100,1/17/2018,2100,C,593.5999756,-0.050000001,2693.649902,,0,0.9976,0.000031,-0.059497,0.040884,86.534852,0,SPXW
180102.SPX180117P2100,1/2/2018,3:45:00 PM,.SPX180117P2100,1/17/2018,2100,P,0.079999998,0.079999998,2693.649902,,0.4092,-0.0012,0.000017,-0.029095,0.021377,-0.133704,11,SPXW
180102.SPX180117C2125,1/2/2018,3:45:00 PM,.SPX180117C2125,1/17/2018,2125,C,568.6500244,0,2693.649902,,0,0.9995,0.000009,-0.010931,0.009207,87.469468,0,SPXW
180102.SPX180117P2125,1/2/2018,3:45:00 PM,.SPX180117P2125,1/17/2018,2125,P,0.100000001,0.100000001,2693.649902,,0.4012,-0.0016,0.000023,-0.036946,0.027687,-0.177465,0,SPXW
180102.SPX180117C2150,1/2/2018,3:45:00 PM,.SPX180117C2150,1/17/2018,2150,C,543.7000122,0.050000001,2693.649902,,0,0.9995,0.00001,-0.011038,0.009725,88.487766,0,SPXW
180102.SPX180117P2150,1/2/2018,3:45:00 PM,.SPX180117P2150,1/17/2018,2150,P,0.100000001,0.100000001,2693.649902,,0.3822,-0.0016,0.000025,-0.036097,0.028389,-0.182212,0,SPXW
180102.SPX180117C2175,1/2/2018,3:45:00 PM,.SPX180117C2175,1/17/2018,2175,C,518.7000122,0.050000001,2693.649902,,0,0.9987,0.000023,-0.028118,0.023843,89.431974,0,SPXW
180102.SPX180117P2175,1/2/2018,3:45:00 PM,.SPX180117P2175,1/17/2018,2175,P,0.100000001,0.100000001,2693.649902,,0.3642,-0.0017,0.000027,-0.035838,0.029584,-0.190455,25,SPXW
180102.SPX180117C2200,1/2/2018,3:45:00 PM,.SPX180117C2200,1/17/2018,2200,C,493.7999878,0.150000006,2693.649902,,0,0.9994,0.000012,-0.010906,0.010623,90.541378,0,SPXW
180102.SPX180117P2200,1/2/2018,3:45:00 PM,.SPX180117P2200,1/17/2018,2200,P,0.100000001,0.100000001,2693.649902,,0.3463,-0.0018,0.00003,-0.035568,0.030879,-0.199442,4,SPXW
180102.SPX180117C2225,1/2/2018,3:45:00 PM,.SPX180117C2225,1/17/2018,2225,C,468.7999878,0.150000006,2693.649902,,0,0.9995,0.000012,-0.009973,0.010322,91.572927,0,SPXW
180102.SPX180117P2225,1/2/2018,3:45:00 PM,.SPX180117P2225,1/17/2018,2225,P,0.119999997,0.119999997,2693.649902,,0.3354,-0.0022,0.000038,-0.042654,0.038226,-0.252222,0,SPXW
180102.SPX180117C2250,1/2/2018,3:45:00 PM,.SPX180117C2250,1/17/2018,2250,C,443.8500061,0.200000003,2693.649902,,0,0.9994,0.000014,-0.01092,0.011851,92.592855,0,SPXW
180102.SPX180117P2250,1/2/2018,3:45:00 PM,.SPX180117P2250,1/17/2018,2250,P,0.150000006,0.150000006,2693.649902,,0.3236,-0.0028,0.000048,-0.049846,0.04631,-0.311705,8,SPXW
180102.SPX180117C2275,1/2/2018,3:45:00 PM,.SPX180117C2275,1/17/2018,2275,C,418.8999939,0.25,2693.649902,,0,0.9967,0.000059,-0.056426,0.05469,93.317534,0,SPXW
180102.SPX180117P2275,1/2/2018,3:45:00 PM,.SPX180117P2275,1/17/2018,2275,P,0.170000002,0.170000002,2693.649902,,0.3105,-0.0033,0.000059,-0.056603,0.0548,-0.375562,1,SPXW
180102.SPX180117C2280,1/2/2018,3:45:00 PM,.SPX180117C2280,1/17/2018,2280,C,413.8999939,0.25,2693.649902,,0,0.9975,0.000049,-0.042581,0.043172,93.610276,0,SPXW
180102.SPX180117P2280,1/2/2018,3:45:00 PM,.SPX180117P2280,1/17/2018,2280,P,0.170000002,0.170000002,2693.649902,,0.3069,-0.0034,0.00006,-0.056515,0.055364,-0.379782,0,SPXW
180102.SPX180117C2290,1/2/2018,3:45:00 PM,.SPX180117C2290,1/17/2018,2290,C,403.9500122,0.300000012,2693.649902,,0,0.9983,0.000036,-0.027466,0.029938,94.118044,0,SPXW
180102.SPX180117P2290,1/2/2018,3:45:00 PM,.SPX180117P2290,1/17/2018,2290,P,0.170000002,0.170000002,2693.649902,,0.2996,-0.0034,0.000063,-0.056334,0.056527,-0.388507,0,SPXW
180102.SPX180117C2300,1/2/2018,3:45:00 PM,.SPX180117C2300,1/17/2018,2300,C,393.9500122,0.300000012,2693.649902,,0,0.9949,0.000088,-0.081872,0.080262,94.146228,0,SPXW
180102.SPX180117P2300,1/2/2018,3:45:00 PM,.SPX180117P2300,1/17/2018,2300,P,0.219999999,0.219999999,2693.649902,,0.3002,-0.0043,0.000077,-0.069217,0.069321,-0.488044,10,SPXW
180102.SPX180117C2310,1/2/2018,3:45:00 PM,.SPX180117C2310,1/17/2018,2310,C,384,0.349999994,2693.649902,,0,0.9948,0.000092,-0.081573,0.081984,94.544435,0,SPXW
180102.SPX180117P2310,1/2/2018,3:45:00 PM,.SPX180117P2310,1/17/2018,2310,P,0.200000003,0.200000003,2693.649902,,0.2891,-0.004,0.000075,-0.062512,0.065004,-0.453817,0,SPXW
180102.SPX180117C2320,1/2/2018,3:45:00 PM,.SPX180117C2320,1/17/2018,2320,C,374.0499878,0.400000006,2693.649902,,0.2334,0.9993,0.00002,-0.010823,0.013939,95.45804,0,SPXW
180102.SPX180117P2320,1/2/2018,3:45:00 PM,.SPX180117P2320,1/17/2018,2320,P,0.230000004,0.230000004,2693.649902,,0.2854,-0.0045,0.000085,-0.068686,0.072357,-0.511586,0,SPXW
180102.SPX180117C2325,1/2/2018,3:45:00 PM,.SPX180117C2325,1/17/2018,2325,C,369.0499878,0.400000006,2693.649902,,0.2302,0.9993,0.00002,-0.010725,0.014008,95.663514,0,SPXW
180102.SPX180117P2325,1/2/2018,3:45:00 PM,.SPX180117P2325,1/17/2018,2325,P,0.280000001,0.280000001,2693.649902,,0.2878,-0.0054,0.000098,-0.080483,0.084077,-0.605735,1,SPXW
180102.SPX180117C2330,1/2/2018,3:45:00 PM,.SPX180117C2330,1/17/2018,2330,C,364.0499878,0.400000006,2693.649902,,0.226,0.9993,0.00002,-0.010197,0.013561,95.872326,0,SPXW
180102.SPX180117P2330,1/2/2018,3:45:00 PM,.SPX180117P2330,1/17/2018,2330,P,0.25,0.25,2693.649902,,0.2812,-0.0051,0.000095,-0.074655,0.079803,-0.570937,0,SPXW
180102.SPX180117C2340,1/2/2018,3:45:00 PM,.SPX180117C2340,1/17/2018,2340,C,354.0499878,0.400000006,2693.649902,,0.2198,0.9993,0.000021,-0.010107,0.013827,96.282457,0,SPXW
180102.SPX180117P2340,1/2/2018,3:45:00 PM,.SPX180117P2340,1/17/2018,2340,P,0.280000001,0.280000001,2693.649902,,0.2765,-0.0056,0.000105,-0.079912,0.086884,-0.628113,0,SPXW
180102.SPX180117C2350,1/2/2018,3:45:00 PM,.SPX180117C2350,1/17/2018,2350,C,344.1499939,0.5,2693.649902,,0.2474,0.997,0.000068,-0.041363,0.050256,96.436808,0,SPXW
180102.SPX180117P2350,1/2/2018,3:45:00 PM,.SPX180117P2350,1/17/2018,2350,P,0.300000012,0.300000012,2693.649902,,0.2717,-0.0061,0.000116,-0.085449,0.094544,-0.690776,10,SPXW
180102.SPX180117C2360,1/2/2018,3:45:00 PM,.SPX180117C2360,1/17/2018,2360,C,334.1499939,0.5,2693.649902,,0.2402,0.9969,0.000071,-0.040801,0.051068,96.842673,0,SPXW
180102.SPX180117P2360,1/2/2018,3:45:00 PM,.SPX180117P2360,1/17/2018,2360,P,0.319999993,0.319999993,2693.649902,,0.2669,-0.0067,0.000129,-0.091394,0.102946,-0.760421,0,SPXW
180102.SPX180117C2370,1/2/2018,3:45:00 PM,.SPX180117C2370,1/17/2018,2370,C,324.2000122,0.550000012,2693.649902,,0.2418,0.9958,0.000094,-0.054401,0.067626,97.12725,0,SPXW
180102.SPX180117P2370,1/2/2018,3:45:00 PM,.SPX180117P2370,1/17/2018,2370,P,0.349999994,0.349999994,2693.649902,,0.2615,-0.0073,0.000142,-0.096393,0.110809,-0.826377,0,SPXW
180102.SPX180117C2375,1/2/2018,3:45:00 PM,.SPX180117C2375,1/17/2018,2375,C,319.2000122,0.550000012,2693.649902,,0.2382,0.9957,0.000096,-0.054234,0.068437,97.326913,0,SPXW
180102.SPX180117P2375,1/2/2018,3:45:00 PM,.SPX180117P2375,1/17/2018,2375,P,0.379999995,0.379999995,2693.649902,,0.26,-0.0079,0.000152,-0.101983,0.117935,-0.88701,200,SPXW
180102.SPX180117C2380,1/2/2018,3:45:00 PM,.SPX180117C2380,1/17/2018,2380,C,314.25,0.600000024,2693.649902,,0.2413,0.9947,0.000115,-0.066849,0.083285,97.414493,0,SPXW
180102.SPX180117P2380,1/2/2018,3:45:00 PM,.SPX180117P2380,1/17/2018,2380,P,0.379999995,0.379999995,2693.649902,,0.2561,-0.008,0.000156,-0.101707,0.119379,-0.899156,0,SPXW
180102.SPX180117C2390,1/2/2018,3:45:00 PM,.SPX180117C2390,1/17/2018,2390,C,304.2999878,0.649999976,2693.649902,,0.2394,0.9936,0.000138,-0.078347,0.098397,97.702652,0,SPXW
180102.SPX180117P2390,1/2/2018,3:45:00 PM,.SPX180117P2390,1/17/2018,2390,P,0.430000007,0.430000007,2693.649902,,0.2523,-0.009,0.000177,-0.112,0.133427,-1.020648,0,SPXW
180102.SPX180117C2400,1/2/2018,3:45:00 PM,.SPX180117C2400,1/17/2018,2400,C,294.2999878,0.649999976,2693.649902,,0.2319,0.9934,0.000146,-0.077893,0.100966,98.093484,0,SPXW
180102.SPX180117P2400,1/2/2018,3:45:00 PM,.SPX180117P2400,1/17/2018,2400,P,0.449999988,0.449999988,2693.649902,,0.2464,-0.0097,0.000193,-0.116634,0.142315,-1.098431,257,SPXW
180102.SPX180117C2410,1/2/2018,3:45:00 PM,.SPX180117C2410,1/17/2018,2410,C,284.3999939,0.75,2693.649902,,0.2331,0.9913,0.000185,-0.099879,0.128806,98.268381,0,SPXW
180102.SPX180117P2410,1/2/2018,3:45:00 PM,.SPX180117P2410,1/17/2018,2410,P,0.5,0.5,2693.649902,,0.2419,-0.0109,0.000217,-0.126234,0.156896,-1.228311,6,SPXW
180102.SPX180117C2415,1/2/2018,3:45:00 PM,.SPX180117C2415,1/17/2018,2415,C,279.3999939,0.75,2693.649902,,0.2293,0.9912,0.00019,-0.099558,0.130536,98.459518,0,SPXW
180102.SPX180117P2415,1/2/2018,3:45:00 PM,.SPX180117P2415,1/17/2018,2415,P,0.519999981,0.519999981,2693.649902,,0.2395,-0.0115,0.00023,-0.130862,0.16428,-1.294939,0,SPXW
180102.SPX180117C2420,1/2/2018,3:45:00 PM,.SPX180117C2420,1/17/2018,2420,C,274.3999939,0.75,2693.649902,,0.2255,0.991,0.000196,-0.099228,0.132312,98.65022,0,SPXW
180102.SPX180117P2420,1/2/2018,3:45:00 PM,.SPX180117P2420,1/17/2018,2420,P,0.550000012,0.550000012,2693.649902,,0.237,-0.0121,0.000243,-0.13542,0.171781,-1.363196,36,SPXW
180102.SPX180117C2425,1/2/2018,3:45:00 PM,.SPX180117C2425,1/17/2018,2425,C,269.3999939,0.75,2693.649902,,0.2216,0.9909,0.000203,-0.098895,0.134144,98.840405,0,SPXW
180102.SPX180117P2425,1/2/2018,3:45:00 PM,.SPX180117P2425,1/17/2018,2425,P,0.550000012,0.550000012,2693.649902,,0.233,-0.0123,0.00025,-0.134941,0.174097,-1.384069,250,SPXW
180102.SPX180117C2430,1/2/2018,3:45:00 PM,.SPX180117C2430,1/17/2018,2430,C,264.4500122,0.800000012,2693.649902,,0.2213,0.9898,0.000224,-0.109077,0.14817,98.922621,0,SPXW
180102.SPX180117P2430,1/2/2018,3:45:00 PM,.SPX180117P2430,1/17/2018,2430,P,0.600000024,0.600000024,2693.649902,,0.2318,-0.0133,0.00027,-0.144191,0.187022,-1.503619,2,SPXW
180102.SPX180117C2435,1/2/2018,3:45:00 PM,.SPX180117C2435,1/17/2018,2435,C,259.5,0.850000024,2693.649902,,0.2207,0.9887,0.000246,-0.119001,0.16213,99.003249,0,SPXW
180102.SPX180117P2435,1/2/2018,3:45:00 PM,.SPX180117P2435,1/17/2018,2435,P,0.600000024,0.600000024,2693.649902,,0.2278,-0.0135,0.000279,-0.143669,0.189626,-1.527504,1,SPXW
180102.SPX180117C2440,1/2/2018,3:45:00 PM,.SPX180117C2440,1/17/2018,2440,C,254.5,0.850000024,2693.649902,,0.2167,0.9885,0.000254,-0.118543,0.164429,99.18867,0,SPXW
180102.SPX180117P2440,1/2/2018,3:45:00 PM,.SPX180117P2440,1/17/2018,2440,P,0.649999976,0.649999976,2693.649902,,0.2263,-0.0146,0.0003,-0.152588,0.202724,-1.65066,55,SPXW
180102.SPX180117C2445,1/2/2018,3:45:00 PM,.SPX180117C2445,1/17/2018,2445,C,249.5500031,0.899999976,2693.649902,,0.2157,0.9874,0.000277,-0.127967,0.178356,99.267232,0,SPXW
180102.SPX180117P2445,1/2/2018,3:45:00 PM,.SPX180117P2445,1/17/2018,2445,P,0.649999976,0.649999976,2693.649902,,0.2222,-0.0149,0.00031,-0.152002,0.205624,-1.677698,0,SPXW
180102.SPX180117C2450,1/2/2018,3:45:00 PM,.SPX180117C2450,1/17/2018,2450,C,244.5500031,0.899999976,2693.649902,,0.2118,0.9872,0.000286,-0.127516,0.181037,99.448782,0,SPXW
180102.SPX180117P2450,1/2/2018,3:45:00 PM,.SPX180117P2450,1/17/2018,2450,P,0.699999988,0.699999988,2693.649902,,0.2205,-0.016,0.000332,-0.160617,0.218965,-1.805185,256,SPXW
180102.SPX180117C2455,1/2/2018,3:45:00 PM,.SPX180117C2455,1/17/2018,2455,C,239.6000061,0.949999988,2693.649902,,0.2104,0.986,0.00031,-0.136644,0.19521,99.522713,0,SPXW
180102.SPX180117P2455,1/2/2018,3:45:00 PM,.SPX180117P2455,1/17/2018,2455,P,0.699999988,0.699999988,2693.649902,,0.2164,-0.0163,0.000343,-0.159945,0.222166,-1.835526,0,SPXW
180102.SPX180117C2460,1/2/2018,3:45:00 PM,.SPX180117C2460,1/17/2018,2460,C,234.6499939,1,2693.649902,,0.2089,0.9848,0.000335,-0.145503,0.209393,99.594568,0,SPXW
180102.SPX180117P2460,1/2/2018,3:45:00 PM,.SPX180117P2460,1/17/2018,2460,P,0.75,0.75,2693.649902,,0.2145,-0.0175,0.000368,-0.168238,0.235776,-1.967664,26,SPXW
180102.SPX180117C2465,1/2/2018,3:45:00 PM,.SPX180117C2465,1/17/2018,2465,C,229.6499939,1,2693.649902,,0.2048,0.9845,0.000347,-0.144825,0.212536,99.77098,0,SPXW
180102.SPX180117P2465,1/2/2018,3:45:00 PM,.SPX180117P2465,1/17/2018,2465,P,0.75,0.75,2693.649902,,0.2104,-0.0178,0.000381,-0.167494,0.239329,-2.001912,0,SPXW
180102.SPX180117C2470,1/2/2018,3:45:00 PM,.SPX180117C2470,1/17/2018,2470,C,224.6499939,1,2693.649902,,0.2008,0.9843,0.00036,-0.144193,0.21586,99.945571,0,SPXW
180102.SPX180117P2470,1/2/2018,3:45:00 PM,.SPX180117P2470,1/17/2018,2470,P,0.800000012,0.800000012,2693.649902,,0.2083,-0.019,0.000407,-0.175476,0.25327,-2.139427,0,SPXW
180102.SPX180117C2475,1/2/2018,3:45:00 PM,.SPX180117C2475,1/17/2018,2475,C,219.75,1.100000024,2693.649902,,0.2011,0.9821,0.000401,-0.16136,0.241242,99.904912,0,SPXW
180102.SPX180117P2475,1/2/2018,3:45:00 PM,.SPX180117P2475,1/17/2018,2475,P,0.800000012,0.800000012,2693.649902,,0.2041,-0.0193,0.000422,-0.174657,0.257216,-2.178078,251,SPXW
180102.SPX180117C2480,1/2/2018,3:45:00 PM,.SPX180117C2480,1/17/2018,2480,C,214.75,1.100000024,2693.649902,,0.197,0.9817,0.000416,-0.160599,0.24511,100.073349,0,SPXW
180102.SPX180117P2480,1/2/2018,3:45:00 PM,.SPX180117P2480,1/17/2018,2480,P,0.850000024,0.850000024,2693.649902,,0.2019,-0.0206,0.00045,-0.182323,0.271539,-2.321621,199,SPXW
180102.SPX180117C2485,1/2/2018,3:45:00 PM,.SPX180117C2485,1/17/2018,2485,C,209.75,1.100000024,2693.649902,,0.1929,0.9814,0.000432,-0.159817,0.249111,100.240346,0,SPXW
180102.SPX180117P2485,1/2/2018,3:45:00 PM,.SPX180117P2485,1/17/2018,2485,P,0.879999995,0.879999995,2693.649902,,0.1986,-0.0215,0.000473,-0.185604,0.281003,-2.417127,0,SPXW
180102.SPX180117C2490,1/2/2018,3:45:00 PM,.SPX180117C2490,1/17/2018,2490,C,204.8500061,1.200000048,2693.649902,,0.1925,0.9791,0.000478,-0.176045,0.274893,100.188025,0,SPXW
180102.SPX180117P2490,1/2/2018,3:45:00 PM,.SPX180117P2490,1/17/2018,2490,P,0.899999976,0.899999976,2693.649902,,0.1952,-0.0223,0.000498,-0.188778,0.290693,-2.515697,17,SPXW
180102.SPX180117C2495,1/2/2018,3:45:00 PM,.SPX180117C2495,1/17/2018,2495,C,199.8500061,1.200000048,2693.649902,,0.1884,0.9786,0.000497,-0.175458,0.279945,100.343363,0,SPXW
180102.SPX180117P2495,1/2/2018,3:45:00 PM,.SPX180117P2495,1/17/2018,2495,P,0.930000007,0.930000007,2693.649902,,0.1918,-0.0233,0.000524,-0.19186,0.300645,-2.617753,0,SPXW
180102.SPX180117C2500,1/2/2018,3:45:00 PM,.SPX180117C2500,1/17/2018,2500,C,194.8000031,1.149999976,2693.649902,,0.1824,0.9792,0.000502,-0.16589,0.273422,100.616537,0,SPXW
180102.SPX180117P2500,1/2/2018,3:45:00 PM,.SPX180117P2500,1/17/2018,2500,P,0.949999988,0.949999988,2693.649902,,0.1884,-0.0242,0.000552,-0.194816,0.310835,-2.723094,722,SPXW
180102.SPX180117C2505,1/2/2018,3:45:00 PM,.SPX180117C2505,1/17/2018,2505,C,189.9499969,1.299999952,2693.649902,,0.1834,0.9758,0.000568,-0.189777,0.311119,100.43467,0,SPXW
180102.SPX180117P2505,1/2/2018,3:45:00 PM,.SPX180117P2505,1/17/2018,2505,P,1,1,2693.649902,,0.1857,-0.0256,0.000588,-0.201611,0.326358,-2.885748,31,SPXW
180102.SPX180117C2510,1/2/2018,3:45:00 PM,.SPX180117C2510,1/17/2018,2510,C,184.9499969,1.299999952,2693.649902,,0.1791,0.9753,0.000591,-0.188332,0.31619,100.58841,0,SPXW
180102.SPX180117P2510,1/2/2018,3:45:00 PM,.SPX180117P2510,1/17/2018,2510,P,1.019999981,1.019999981,2693.649902,,0.1822,-0.0267,0.000619,-0.204313,0.33716,-2.999736,43,SPXW
180102.SPX180117C2515,1/2/2018,3:45:00 PM,.SPX180117C2515,1/17/2018,2515,C,180,1.350000024,2693.649902,,0.1764,0.9738,0.000631,-0.195277,0.332833,100.619186,0,SPXW
180102.SPX180117P2515,1/2/2018,3:45:00 PM,.SPX180117P2515,1/17/2018,2515,P,1.049999952,1.049999952,2693.649902,,0.1786,-0.0277,0.000652,-0.206905,0.348287,-3.118139,20,SPXW
180102.SPX180117C2520,1/2/2018,3:45:00 PM,.SPX180117C2520,1/17/2018,2520,C,175.0500031,1.399999976,2693.649902,,0.1736,0.9722,0.000674,-0.201861,0.349628,100.646063,0,SPXW
180102.SPX180117P2520,1/2/2018,3:45:00 PM,.SPX180117P2520,1/17/2018,2520,P,1.080000043,1.080000043,2693.649902,,0.175,-0.0288,0.000688,-0.209401,0.359785,-3.241529,17,SPXW
180102.SPX180117C2525,1/2/2018,3:45:00 PM,.SPX180117C2525,1/17/2018,2525,C,170,1.350000024,2693.649902,,0.1678,0.9726,0.000689,-0.192779,0.345375,100.899087,0,SPXW
180102.SPX180117P2525,1/2/2018,3:45:00 PM,.SPX180117P2525,1/17/2018,2525,P,1.120000005,1.120000005,2693.649902,,0.172,-0.0305,0.000733,-0.215447,0.376637,-3.424885,29,SPXW
180102.SPX180117C2530,1/2/2018,3:45:00 PM,.SPX180117C2530,1/17/2018,2530,C,165.1000061,1.450000048,2693.649902,,0.1663,0.9698,0.000752,-0.206621,0.373571,100.799535,0,SPXW
180102.SPX180117P2530,1/2/2018,3:45:00 PM,.SPX180117P2530,1/17/2018,2530,P,1.169999957,1.169999957,2693.649902,,0.1689,-0.0321,0.00078,-0.22127,0.393895,-3.615032,15,SPXW
180102.SPX180117C2535,1/2/2018,3:45:00 PM,.SPX180117C2535,1/17/2018,2535,C,160.1499939,1.5,2693.649902,,0.1632,0.9681,0.000802,-0.212419,0.391294,100.810664,0,SPXW
180102.SPX180117P2535,1/2/2018,3:45:00 PM,.SPX180117P2535,1/17/2018,2535,P,1.200000048,1.200000048,2693.649902,,0.1651,-0.0334,0.000824,-0.223271,0.406586,-3.755908,15,SPXW
180102.SPX180117C2540,1/2/2018,3:45:00 PM,.SPX180117C2540,1/17/2018,2540,C,155.1999969,1.549999952,2693.649902,,0.1601,0.9663,0.000856,-0.218155,0.40973,100.811273,0,SPXW
180102.SPX180117P2540,1/2/2018,3:45:00 PM,.SPX180117P2540,1/17/2018,2540,P,1.220000029,1.220000029,2693.649902,,0.1613,-0.0347,0.000871,-0.225159,0.419759,-3.903491,18,SPXW
180102.SPX180117C2545,1/2/2018,3:45:00 PM,.SPX180117C2545,1/17/2018,2545,C,150.1999969,1.549999952,2693.649902,,0.1556,0.9655,0.000899,-0.216328,0.417925,100.926014,0,SPXW
180102.SPX180117P2545,1/2/2018,3:45:00 PM,.SPX180117P2545,1/17/2018,2545,P,1.279999971,1.279999971,2693.649902,,0.158,-0.0366,0.000929,-0.230368,0.438433,-4.115703,1443,SPXW
180102.SPX180117C2550,1/2/2018,3:45:00 PM,.SPX180117C2550,1/17/2018,2550,C,145.25,1.600000024,2693.649902,,0.1524,0.9635,0.000961,-0.221697,0.437451,100.910306,0,SPXW
180102.SPX180117P2550,1/2/2018,3:45:00 PM,.SPX180117P2550,1/17/2018,2550,P,1.330000043,1.330000043,2693.649902,,0.1546,-0.0386,0.000991,-0.235327,0.457657,-4.337035,37,SPXW
180102.SPX180117C2555,1/2/2018,3:45:00 PM,.SPX180117C2555,1/17/2018,2555,C,140.3500061,1.700000048,2693.649902,,0.1501,0.9604,0.001042,-0.233425,0.467588,100.767255,0,SPXW
180102.SPX180117P2555,1/2/2018,3:45:00 PM,.SPX180117P2555,1/17/2018,2555,P,1.379999995,1.379999995,2693.649902,,0.1511,-0.0407,0.001057,-0.240011,0.477454,-4.568003,371,SPXW
180102.SPX180117C2560,1/2/2018,3:45:00 PM,.SPX180117C2560,1/17/2018,2560,C,135.3000031,1.649999976,2693.649902,,0.1445,0.9604,0.001082,-0.224554,0.4673,100.978605,0,SPXW
180102.SPX180117P2560,1/2/2018,3:45:00 PM,.SPX180117P2560,1/17/2018,2560,P,1.419999957,1.419999957,2693.649902,,0.1475,-0.0428,0.001128,-0.244201,0.497552,-4.80561,98,SPXW
180102.SPX180117C2565,1/2/2018,3:45:00 PM,.SPX180117C2565,1/17/2018,2565,C,130.3999939,1.75,2693.649902,,0.142,0.9571,0.001175,-0.235609,0.498852,100.81163,0,SPXW
180102.SPX180117P2565,1/2/2018,3:45:00 PM,.SPX180117P2565,1/17/2018,2565,P,1.470000029,1.470000029,2693.649902,,0.1439,-0.0451,0.001206,-0.248349,0.518705,-5.059146,95,SPXW
180102.SPX180117C2570,1/2/2018,3:45:00 PM,.SPX180117C2570,1/17/2018,2570,C,125.5,1.850000024,2693.649902,,0.1393,0.9536,0.001275,-0.246029,0.530867,100.631081,0,SPXW
180102.SPX180117P2570,1/2/2018,3:45:00 PM,.SPX180117P2570,1/17/2018,2570,P,1.529999971,1.529999971,2693.649902,,0.1403,-0.0475,0.00129,-0.252364,0.540868,-5.328605,60,SPXW
180102.SPX180117C2575,1/2/2018,3:45:00 PM,.SPX180117C2575,1/17/2018,2575,C,120.5999985,1.950000048,2693.649902,,0.1365,0.95,0.001381,-0.255817,0.563457,100.435184,0,SPXW
180102.SPX180117P2575,1/2/2018,3:45:00 PM,.SPX180117P2575,1/17/2018,2575,P,1.620000005,1.620000005,2693.649902,,0.1374,-0.0511,0.001396,-0.262007,0.573317,-5.731304,121,SPXW
180102.SPX180117C2580,1/2/2018,3:45:00 PM,.SPX180117C2580,1/17/2018,2580,C,115.6999969,2.049999952,2693.649902,,0.1335,0.9463,0.001496,-0.264973,0.596738,100.221993,1,SPXW
180102.SPX180117P2580,1/2/2018,3:45:00 PM,.SPX180117P2580,1/17/2018,2580,P,1.669999957,1.669999957,2693.649902,,0.1335,-0.0537,0.001495,-0.264904,0.596626,-6.024856,122,SPXW
180102.SPX180117C2585,1/2/2018,3:45:00 PM,.SPX180117C2585,1/17/2018,2585,C,110.6999969,2.049999952,2693.649902,,0.1287,0.9446,0.00159,-0.261971,0.611797,100.237168,2,SPXW
180102.SPX180117P2585,1/2/2018,3:45:00 PM,.SPX180117P2585,1/17/2018,2585,P,1.779999971,1.779999971,2693.649902,,0.1303,-0.0576,0.001619,-0.273438,0.630741,-6.463701,678,SPXW
180102.SPX180117C2590,1/2/2018,3:45:00 PM,.SPX180117C2590,1/17/2018,2590,C,105.8499985,2.200000048,2693.649902,,0.1263,0.9394,0.00174,-0.275808,0.65661,99.858294,2,SPXW
180102.SPX180117P2590,1/2/2018,3:45:00 PM,.SPX180117P2590,1/17/2018,2590,P,1.879999995,1.879999995,2693.649902,,0.1271,-0.0618,0.001755,-0.281757,0.666509,-6.93406,372,SPXW
180102.SPX180117C2595,1/2/2018,3:45:00 PM,.SPX180117C2595,1/17/2018,2595,C,100.9499969,2.299999952,2693.649902,,0.1229,0.935,0.001887,-0.283194,0.692881,99.579563,0,SPXW
180102.SPX180117P2595,1/2/2018,3:45:00 PM,.SPX180117P2595,1/17/2018,2595,P,1.970000029,1.970000029,2693.649902,,0.1236,-0.0661,0.001901,-0.288716,0.702198,-7.413768,2118,SPXW
180102.SPX180117C2600,1/2/2018,3:45:00 PM,.SPX180117C2600,1/17/2018,2600,C,96.05000305,2.400000095,2693.649902,,0.1193,0.9305,0.002048,-0.289896,0.730368,99.273063,10,SPXW
